"Indicator Name","Cancer Type","Year","Country Name","Region","Gender","Area","Numeric","Lower Confidence Limit","Upper Confidence Limit","Comment",
"Obesity, adults aged 18+","","2022","Japan","Western Pacific Region","Total","","5.5393007","4.641296","6.5313086","",
"Obesity, adults aged 18+","","2022","Japan","Western Pacific Region","Males","","7.4676856","5.8959771","9.2723943","",
"Obesity, adults aged 18+","","2022","Japan","Western Pacific Region","Females","","3.5280265","2.7758069","4.4321477","",
"Obesity, adults aged 18+","","2022","Jordan","Eastern Mediterranean Region","Total","","38.506997","35.683322","41.437545","",
"Obesity, adults aged 18+","","2022","Jordan","Eastern Mediterranean Region","Males","","33.027628","28.468657","37.731302","",
"Obesity, adults aged 18+","","2022","Jordan","Eastern Mediterranean Region","Females","","44.310296","41.119304","47.505352","",
"Obesity, adults aged 18+","","2022","Kazakhstan","European Region","Total","","18.376419","15.83578","21.239918","",
"Obesity, adults aged 18+","","2022","Kazakhstan","European Region","Males","","18.314467","14.703853","22.36135","",
"Obesity, adults aged 18+","","2022","Kazakhstan","European Region","Females","","18.043688","14.686552","21.85615","",
"Obesity, adults aged 18+","","2022","Kenya","African Region","Total","","12.410276","10.855909","14.073581","",
"Obesity, adults aged 18+","","2022","Kenya","African Region","Males","","6.0388699","4.600269","7.7165872","",
"Obesity, adults aged 18+","","2022","Kenya","African Region","Females","","18.543914","15.889956","21.430299","",
"Obesity, adults aged 18+","","2022","Kiribati","Western Pacific Region","Total","","46.303168","41.189346","51.516992","",
"Obesity, adults aged 18+","","2022","Kiribati","Western Pacific Region","Males","","35.411426","27.986023","43.066788","",
"Obesity, adults aged 18+","","2022","Kiribati","Western Pacific Region","Females","","55.636495","48.563257","62.451404","",
"Obesity, adults aged 18+","","2022","Kuwait","Eastern Mediterranean Region","Total","","41.416967","36.777329","46.032026","",
"Obesity, adults aged 18+","","2022","Kuwait","Eastern Mediterranean Region","Males","","38.05657","31.45273","44.842592","",
"Obesity, adults aged 18+","","2022","Kuwait","Eastern Mediterranean Region","Females","","48.261946","42.726511","53.846681","",
"Obesity, adults aged 18+","","2022","Kyrgyzstan","European Region","Total","","26.599699","22.440295","30.869687","",
"Obesity, adults aged 18+","","2022","Kyrgyzstan","European Region","Males","","24.020985","17.434406","31.098738","",
"Obesity, adults aged 18+","","2022","Kyrgyzstan","European Region","Females","","28.343365","23.086481","33.543968","",
"Obesity, adults aged 18+","","2022","Lao People's Democratic Republic","Western Pacific Region","Total","","8.0098711","5.7160161","10.750276","",
"Obesity, adults aged 18+","","2022","Lao People's Democratic Republic","Western Pacific Region","Males","","5.8714386","3.3640917","9.3088001","",
"Obesity, adults aged 18+","","2022","Lao People's Democratic Republic","Western Pacific Region","Females","","10.130668","6.5516666","14.641245","",
"Obesity, adults aged 18+","","2022","Latvia","European Region","Total","","24.272498","19.26938","29.694784","",
"Obesity, adults aged 18+","","2022","Latvia","European Region","Males","","24.794358","17.184162","33.162689","",
"Obesity, adults aged 18+","","2022","Latvia","European Region","Females","","22.989713","16.620411","30.072534","",
"Obesity, adults aged 18+","","2022","Lebanon","Eastern Mediterranean Region","Total","","29.781556","25.969481","33.901173","",
"Obesity, adults aged 18+","","2022","Lebanon","Eastern Mediterranean Region","Males","","28.659353","23.06459","34.681529","",
"Obesity, adults aged 18+","","2022","Lebanon","Eastern Mediterranean Region","Females","","30.544344","25.524551","35.742351","",
"Obesity, adults aged 18+","","2022","Lesotho","African Region","Total","","20.998225","17.602095","24.635407","",
"Obesity, adults aged 18+","","2022","Lesotho","African Region","Males","","8.4490597","5.5122208","11.989438","",
"Obesity, adults aged 18+","","2022","Lesotho","African Region","Females","","32.680455","26.938212","38.783246","",
"Obesity, adults aged 18+","","2022","Liberia","African Region","Total","","17.013773","15.191028","18.961979","",
"Obesity, adults aged 18+","","2022","Liberia","African Region","Males","","12.800992","10.268325","15.641558","",
"Obesity, adults aged 18+","","2022","Liberia","African Region","Females","","20.966926","18.328843","23.732677","",
"Obesity, adults aged 18+","","2022","Libya","Eastern Mediterranean Region","Total","","36.707202","30.803734","42.686161","",
"Obesity, adults aged 18+","","2022","Libya","Eastern Mediterranean Region","Males","","27.207077","19.432884","35.692853","",
"Obesity, adults aged 18+","","2022","Libya","Eastern Mediterranean Region","Females","","45.926279","37.739107","54.166836","",
"Obesity, adults aged 18+","","2022","Lithuania","European Region","Total","","25.355321","19.673108","31.431508","",
"Obesity, adults aged 18+","","2022","Lithuania","European Region","Males","","26.840562","18.205598","36.092767","",
"Obesity, adults aged 18+","","2022","Lithuania","European Region","Females","","23.10569","16.469885","30.886817","",
"Obesity, adults aged 18+","","2022","Luxembourg","European Region","Total","","18.434404","14.969963","22.231196","",
"Obesity, adults aged 18+","","2022","Luxembourg","European Region","Males","","20.306304","15.130475","26.065236","",
"Obesity, adults aged 18+","","2022","Luxembourg","European Region","Females","","16.529636","12.204677","21.629925","",
"Obesity, adults aged 18+","","2022","Madagascar","African Region","Total","","4.2625114","2.8711518","6.2843651","",
"Obesity, adults aged 18+","","2022","Madagascar","African Region","Males","","4.4576559","2.0387955","8.3184741","",
"Obesity, adults aged 18+","","2022","Madagascar","African Region","Females","","4.0814821","2.9544288","5.4574072","",
"Obesity, adults aged 18+","","2022","Malawi","African Region","Total","","7.7355236","6.2151231","9.4110921","",
"Obesity, adults aged 18+","","2022","Malawi","African Region","Males","","3.0653371","1.8675497","4.6766583","",
"Obesity, adults aged 18+","","2022","Malawi","African Region","Females","","11.777812","9.2339009","14.619221","",
"Obesity, adults aged 18+","","2022","Malaysia","Western Pacific Region","Total","","22.095373","19.596669","24.661455","",
"Obesity, adults aged 18+","","2022","Malaysia","Western Pacific Region","Males","","17.555018","14.198183","21.065465","",
"Obesity, adults aged 18+","","2022","Malaysia","Western Pacific Region","Females","","26.796219","23.157378","30.630672","",
"Obesity, adults aged 18+","","2022","Maldives","South-East Asian Region","Total","","17.297679","15.17777","19.538684","",
"Obesity, adults aged 18+","","2022","Maldives","South-East Asian Region","Males","","12.92671","10.241019","15.92489","",
"Obesity, adults aged 18+","","2022","Maldives","South-East Asian Region","Females","","23.553596","20.322552","26.930365","",
"Obesity, adults aged 18+","","2022","Mali","African Region","Total","","11.372638","8.8749707","14.528044","",
"Obesity, adults aged 18+","","2022","Mali","African Region","Males","","9.8665722","5.8559854","15.126124","",
"Obesity, adults aged 18+","","2022","Mali","African Region","Females","","12.907054","10.050731","16.231336","",
"Obesity, adults aged 18+","","2022","Malta","European Region","Total","","32.287985","27.296877","37.497529","",
"Obesity, adults aged 18+","","2022","Malta","European Region","Males","","35.246661","27.699628","43.274963","",
"Obesity, adults aged 18+","","2022","Malta","European Region","Females","","28.700823","22.531626","35.261002","",
"Obesity, adults aged 18+","","2022","Marshall Islands","Western Pacific Region","Total","","45.903134","41.604134","50.111824","",
"Obesity, adults aged 18+","","2022","Marshall Islands","Western Pacific Region","Males","","37.058306","30.876383","43.531716","",
"Obesity, adults aged 18+","","2022","Marshall Islands","Western Pacific Region","Females","","54.827154","49.182203","60.446602","",
"Obesity, adults aged 18+","","2022","Mauritania","African Region","Total","","22.687952","19.222808","26.78169","",
"Obesity, adults aged 18+","","2022","Mauritania","African Region","Males","","8.8995621","4.1298214","15.918057","",
"Obesity, adults aged 18+","","2022","Mauritania","African Region","Females","","35.014606","30.17247","40.131417","",
"Obesity, adults aged 18+","","2022","Mauritius","African Region","Total","","19.228634","15.77874","22.742346","",
"Obesity, adults aged 18+","","2022","Mauritius","African Region","Males","","12.941141","9.0285197","17.500195","",
"Obesity, adults aged 18+","","2022","Mauritius","African Region","Females","","25.327116","19.992609","30.721384","",
"Obesity, adults aged 18+","","2022","Mexico","Region of the Americas","Total","","36.029914","34.404442","37.734905","",
"Obesity, adults aged 18+","","2022","Mexico","Region of the Americas","Males","","31.446514","29.008925","33.902463","",
"Obesity, adults aged 18+","","2022","Mexico","Region of the Americas","Females","","40.119988","37.834018","42.472383","",
"Obesity, adults aged 18+","","2022","Micronesia (Federated States of)","Western Pacific Region","Total","","47.100437","41.233525","52.843797","",
"Obesity, adults aged 18+","","2022","Micronesia (Federated States of)","Western Pacific Region","Males","","37.981272","29.63365","46.731108","",
"Obesity, adults aged 18+","","2022","Micronesia (Federated States of)","Western Pacific Region","Females","","55.809444","47.686028","63.941681","",
"Obesity, adults aged 18+","","2022","Mongolia","Western Pacific Region","Total","","24.108742","21.285175","27.018541","",
"Obesity, adults aged 18+","","2022","Mongolia","Western Pacific Region","Males","","21.6482","17.579801","26.038724","",
"Obesity, adults aged 18+","","2022","Mongolia","Western Pacific Region","Females","","26.044297","22.145869","30.058387","",
"Obesity, adults aged 18+","","2022","Montenegro","European Region","Total","","17.995875","12.894212","23.498544","",
"Obesity, adults aged 18+","","2022","Montenegro","European Region","Males","","20.469065","13.291758","28.534856","",
"Obesity, adults aged 18+","","2022","Montenegro","European Region","Females","","15.417606","9.0842403","22.764806","",
"Obesity, adults aged 18+","","2022","Morocco","Eastern Mediterranean Region","Total","","21.784347","18.730883","25.092787","",
"Obesity, adults aged 18+","","2022","Morocco","Eastern Mediterranean Region","Males","","13.317187","9.6267164","17.562003","",
"Obesity, adults aged 18+","","2022","Morocco","Eastern Mediterranean Region","Females","","30.167252","25.359961","35.267258","",
"Obesity, adults aged 18+","","2022","Mozambique","African Region","Total","","10.262962","7.9312444","12.969013","",
"Obesity, adults aged 18+","","2022","Mozambique","African Region","Males","","6.2473513","3.749175","9.5967859","",
"Obesity, adults aged 18+","","2022","Mozambique","African Region","Females","","13.697648","10.016225","17.973273","",
"Obesity, adults aged 18+","","2022","Myanmar","South-East Asian Region","Total","","7.4263416","5.6917284","9.4106913","",
"Obesity, adults aged 18+","","2022","Myanmar","South-East Asian Region","Males","","5.471611","3.3084955","8.1401065","",
"Obesity, adults aged 18+","","2022","Myanmar","South-East Asian Region","Females","","9.3314074","6.7533024","12.232274","",
"Obesity, adults aged 18+","","2022","Namibia","African Region","Total","","16.965204","13.094036","21.305865","",
"Obesity, adults aged 18+","","2022","Namibia","African Region","Males","","10.199158","5.4291483","16.309881","",
"Obesity, adults aged 18+","","2022","Namibia","African Region","Females","","22.829732","17.15983","28.93855","",
"Obesity, adults aged 18+","","2022","Nauru","Western Pacific Region","Total","","69.918603","64.840782","74.699157","",
"Obesity, adults aged 18+","","2022","Nauru","Western Pacific Region","Males","","68.565506","60.887116","75.562233","",
"Obesity, adults aged 18+","","2022","Nauru","Western Pacific Region","Females","","70.988178","64.323705","77.187312","",
"Obesity, adults aged 18+","","2022","Nepal","South-East Asian Region","Total","","6.989485","5.8578566","8.2387127","",
"Obesity, adults aged 18+","","2022","Nepal","South-East Asian Region","Males","","4.7943171","3.5320148","6.3047349","",
"Obesity, adults aged 18+","","2022","Nepal","South-East Asian Region","Females","","8.8657387","7.1349517","10.825054","",
"Obesity, adults aged 18+","","2022","Netherlands (Kingdom of the)","European Region","Total","","14.541821","11.446466","17.945921","",
"Obesity, adults aged 18+","","2022","Netherlands (Kingdom of the)","European Region","Males","","14.537831","10.180882","19.747761","",
"Obesity, adults aged 18+","","2022","Netherlands (Kingdom of the)","European Region","Females","","14.528421","10.553069","19.465007","",
"Obesity, adults aged 18+","","2022","New Zealand","Western Pacific Region","Total","","33.621314","31.681389","35.606006","",
"Obesity, adults aged 18+","","2022","New Zealand","Western Pacific Region","Males","","32.277524","29.448959","35.12688","",
"Obesity, adults aged 18+","","2022","New Zealand","Western Pacific Region","Females","","34.986958","32.32733","37.6966","",
"Obesity, adults aged 18+","","2022","Nicaragua","Region of the Americas","Total","","33.627293","27.274516","40.314123","",
"Obesity, adults aged 18+","","2022","Nicaragua","Region of the Americas","Males","","27.772659","17.506173","39.428809","",
"Obesity, adults aged 18+","","2022","Nicaragua","Region of the Americas","Females","","38.803712","31.674612","46.208736","",
"Obesity, adults aged 18+","","2022","Niger","African Region","Total","","5.9746772","4.895851","7.2180368","",
"Obesity, adults aged 18+","","2022","Niger","African Region","Males","","4.3672714","3.076295","5.9570584","",
"Obesity, adults aged 18+","","2022","Niger","African Region","Females","","7.6290332","5.9709694","9.5269293","",
"Obesity, adults aged 18+","","2022","Nigeria","African Region","Total","","12.356206","10.431481","14.468782","",
"Obesity, adults aged 18+","","2022","Nigeria","African Region","Males","","8.1830822","5.8851577","10.814752","",
"Obesity, adults aged 18+","","2022","Nigeria","African Region","Females","","16.525437","13.487113","19.826084","",
"Obesity, adults aged 18+","","2022","Niue","Western Pacific Region","Total","","66.576672","59.939378","72.591859","",
"Obesity, adults aged 18+","","2022","Niue","Western Pacific Region","Males","","62.705594","52.584499","71.740162","",
"Obesity, adults aged 18+","","2022","Niue","Western Pacific Region","Females","","69.689226","60.993963","77.667671","",
"Obesity, adults aged 18+","","2022","North Macedonia","European Region","Total","","27.538985","19.948316","35.976741","",
"Obesity, adults aged 18+","","2022","North Macedonia","European Region","Males","","28.093126","15.927935","42.09373","",
"Obesity, adults aged 18+","","2022","North Macedonia","European Region","Females","","26.743877","17.96699","36.605629","",
"Obesity, adults aged 18+","","2022","Norway","European Region","Total","","19.146442","15.870748","22.742635","",
"Obesity, adults aged 18+","","2022","Norway","European Region","Males","","20.465988","15.789407","25.642723","",
"Obesity, adults aged 18+","","2022","Norway","European Region","Females","","17.73773","13.278693","22.734351","",
"Obesity, adults aged 18+","","2022","occupied Palestinian territory, including east Jerusalem","Eastern Mediterranean Region","Total","","37.560838","34.870446","40.246162","",
"Obesity, adults aged 18+","","2022","occupied Palestinian territory, including east Jerusalem","Eastern Mediterranean Region","Males","","28.845295","24.944024","32.940066","",
"Obesity, adults aged 18+","","2022","occupied Palestinian territory, including east Jerusalem","Eastern Mediterranean Region","Females","","45.381173","41.808894","48.968524","",
"Obesity, adults aged 18+","","2022","Oman","Eastern Mediterranean Region","Total","","31.095415","27.355999","35.160553","",
"Obesity, adults aged 18+","","2022","Oman","Eastern Mediterranean Region","Males","","26.161361","21.034549","31.733292","",
"Obesity, adults aged 18+","","2022","Oman","Eastern Mediterranean Region","Females","","39.939266","34.384766","45.437759","",
"Obesity, adults aged 18+","","2022","Pakistan","Eastern Mediterranean Region","Total","","23.006499","20.44844","25.69041","",
"Obesity, adults aged 18+","","2022","Pakistan","Eastern Mediterranean Region","Males","","19.949466","16.131651","24.249296","",
"Obesity, adults aged 18+","","2022","Pakistan","Eastern Mediterranean Region","Females","","26.012906","22.816527","29.294401","",
"Obesity, adults aged 18+","","2022","Palau","Western Pacific Region","Total","","41.141659","36.18364","46.206433","",
"Obesity, adults aged 18+","","2022","Palau","Western Pacific Region","Males","","38.240895","30.898827","45.804247","",
"Obesity, adults aged 18+","","2022","Palau","Western Pacific Region","Females","","44.006741","37.33193","50.887322","",
"Obesity, adults aged 18+","","2022","Panama","Region of the Americas","Total","","36.07102","32.744721","39.632326","",
"Obesity, adults aged 18+","","2022","Panama","Region of the Americas","Males","","28.967857","24.262601","34.036875","",
"Obesity, adults aged 18+","","2022","Panama","Region of the Americas","Females","","43.073308","38.290617","47.969356","",
"Obesity, adults aged 18+","","2022","Papua New Guinea","Western Pacific Region","Total","","20.517364","15.149893","26.779416","",
"Obesity, adults aged 18+","","2022","Papua New Guinea","Western Pacific Region","Males","","16.005105","9.3332358","24.623674","",
"Obesity, adults aged 18+","","2022","Papua New Guinea","Western Pacific Region","Females","","25.238308","16.873276","34.925625","",
"Obesity, adults aged 18+","","2022","Paraguay","Region of the Americas","Total","","32.959187","27.10259","38.987562","",
"Obesity, adults aged 18+","","2022","Paraguay","Region of the Americas","Males","","29.849377","21.719508","38.560122","",
"Obesity, adults aged 18+","","2022","Paraguay","Region of the Americas","Females","","35.934246","28.266793","44.200501","",
"Obesity, adults aged 18+","","2022","Peru","Region of the Americas","Total","","27.288428","25.902411","28.709427","",
"Obesity, adults aged 18+","","2022","Peru","Region of the Americas","Males","","22.91811","20.930201","24.896994","",
"Obesity, adults aged 18+","","2022","Peru","Region of the Americas","Females","","31.462592","29.463506","33.466777","",
"Obesity, adults aged 18+","","2022","Philippines","Western Pacific Region","Total","","8.7417305","6.8991348","10.769954","",
"Obesity, adults aged 18+","","2022","Philippines","Western Pacific Region","Males","","7.1622699","4.8833542","9.9739328","",
"Obesity, adults aged 18+","","2022","Philippines","Western Pacific Region","Females","","10.287923","7.5679369","13.352574","",
"Obesity, adults aged 18+","","2022","Poland","European Region","Total","","27.499697","24.354148","30.673605","",
"Obesity, adults aged 18+","","2022","Poland","European Region","Males","","31.05256","26.13948","36.160198","",
"Obesity, adults aged 18+","","2022","Poland","European Region","Females","","23.693398","19.947247","27.591962","",
"Obesity, adults aged 18+","","2022","Portugal","European Region","Total","","21.791112","18.178304","25.57269","",
"Obesity, adults aged 18+","","2022","Portugal","European Region","Males","","21.214277","16.048755","26.88581","",
"Obesity, adults aged 18+","","2022","Portugal","European Region","Females","","22.191076","17.294718","27.397665","",
"Obesity, adults aged 18+","","2022","Puerto Rico","Region of the Americas","Total","","41.133827","34.455204","48.053533","",
"Obesity, adults aged 18+","","2022","Puerto Rico","Region of the Americas","Males","","35.778454","25.569406","46.621263","",
"Obesity, adults aged 18+","","2022","Puerto Rico","Region of the Americas","Females","","45.801422","36.915314","54.972291","",
"Obesity, adults aged 18+","","2022","Qatar","Eastern Mediterranean Region","Total","","43.141672","36.564159","49.834016","",
"Obesity, adults aged 18+","","2022","Qatar","Eastern Mediterranean Region","Males","","40.341517","31.936744","48.987484","",
"Obesity, adults aged 18+","","2022","Qatar","Eastern Mediterranean Region","Females","","50.841844","43.246785","58.603054","",
"Obesity, adults aged 18+","","2022","Republic of Korea","Western Pacific Region","Total","","7.3305406","6.5446712","8.151786","",
"Obesity, adults aged 18+","","2022","Republic of Korea","Western Pacific Region","Males","","8.8227317","7.6006375","10.164932","",
"Obesity, adults aged 18+","","2022","Republic of Korea","Western Pacific Region","Females","","5.6080356","4.7716744","6.5563336","",
"Obesity, adults aged 18+","","2022","Republic of Moldova","European Region","Total","","22.970207","20.572816","25.541073","",
"Obesity, adults aged 18+","","2022","Republic of Moldova","European Region","Males","","21.079209","17.582656","24.74491","",
"Obesity, adults aged 18+","","2022","Republic of Moldova","European Region","Females","","24.124421","20.930889","27.424449","",
"Obesity, adults aged 18+","","2022","Romania","European Region","Total","","34.039709","30.180439","37.970012","",
"Obesity, adults aged 18+","","2022","Romania","European Region","Males","","37.073219","31.277785","43.078724","",
"Obesity, adults aged 18+","","2022","Romania","European Region","Females","","30.715686","26.052508","35.704687","",
"Obesity, adults aged 18+","","2022","Russian Federation","European Region","Total","","24.19482","21.064967","27.560586","",
"Obesity, adults aged 18+","","2022","Russian Federation","European Region","Males","","23.435797","18.601638","28.673908","",
"Obesity, adults aged 18+","","2022","Russian Federation","European Region","Females","","23.995583","20.022462","28.349862","",
"Obesity, adults aged 18+","","2022","Rwanda","African Region","Total","","4.9234815","4.1264877","5.8311727","",
"Obesity, adults aged 18+","","2022","Rwanda","African Region","Males","","1.758071","1.1555394","2.5621932","",
"Obesity, adults aged 18+","","2022","Rwanda","African Region","Females","","7.7457666","6.3722983","9.3259096","",
"Obesity, adults aged 18+","","2022","Saint Kitts and Nevis","Region of the Americas","Total","","45.644391","37.691858","53.690207","",
"Obesity, adults aged 18+","","2022","Saint Kitts and Nevis","Region of the Americas","Males","","36.718175","25.993675","48.793399","",
"Obesity, adults aged 18+","","2022","Saint Kitts and Nevis","Region of the Americas","Females","","53.850532","42.898026","64.626718","",
"Obesity, adults aged 18+","","2022","Saint Lucia","Region of the Americas","Total","","33.465132","30.256498","36.819559","",
"Obesity, adults aged 18+","","2022","Saint Lucia","Region of the Americas","Males","","20.365427","16.235562","24.74234","",
"Obesity, adults aged 18+","","2022","Saint Lucia","Region of the Americas","Females","","46.074438","41.032365","51.028615","",
"Obesity, adults aged 18+","","2022","Saint Vincent and the Grenadines","Region of the Americas","Total","","33.24897","28.617293","38.090399","",
"Obesity, adults aged 18+","","2022","Saint Vincent and the Grenadines","Region of the Americas","Males","","18.685965","13.189662","24.867012","",
"Obesity, adults aged 18+","","2022","Saint Vincent and the Grenadines","Region of the Americas","Females","","48.426214","41.117755","55.684346","",
"Obesity, adults aged 18+","","2022","Samoa","Western Pacific Region","Total","","62.429392","56.943721","67.69377","",
"Obesity, adults aged 18+","","2022","Samoa","Western Pacific Region","Males","","51.295882","42.478225","59.938693","",
"Obesity, adults aged 18+","","2022","Samoa","Western Pacific Region","Females","","73.599726","66.656786","79.893702","",
"Obesity, adults aged 18+","","2022","Sao Tome and Principe","African Region","Total","","16.455282","13.984394","19.065763","",
"Obesity, adults aged 18+","","2022","Sao Tome and Principe","African Region","Males","","9.6581817","6.8965025","12.843311","",
"Obesity, adults aged 18+","","2022","Sao Tome and Principe","African Region","Females","","23.26725","19.267799","27.689871","",
"Obesity, adults aged 18+","","2022","Saudi Arabia","Eastern Mediterranean Region","Total","","40.599075","35.69822","45.760965","",
"Obesity, adults aged 18+","","2022","Saudi Arabia","Eastern Mediterranean Region","Males","","37.297434","30.27803","44.690141","",
"Obesity, adults aged 18+","","2022","Saudi Arabia","Eastern Mediterranean Region","Females","","46.629471","40.264875","52.823621","",
"Obesity, adults aged 18+","","2022","Senegal","African Region","Total","","10.207136","8.0105543","12.587267","",
"Obesity, adults aged 18+","","2022","Senegal","African Region","Males","","3.9021455","2.3485564","5.959801","",
"Obesity, adults aged 18+","","2022","Senegal","African Region","Females","","15.510218","11.814314","19.639122","",
"Obesity, adults aged 18+","","2022","Serbia","European Region","Total","","22.507918","18.752925","26.288617","",
"Obesity, adults aged 18+","","2022","Serbia","European Region","Males","","25.537422","19.783731","31.755614","",
"Obesity, adults aged 18+","","2022","Serbia","European Region","Females","","19.274467","14.914194","23.968458","",
"Obesity, adults aged 18+","","2022","Seychelles","African Region","Total","","29.361686","24.220999","34.687266","",
"Obesity, adults aged 18+","","2022","Seychelles","African Region","Males","","20.193049","13.706978","27.502042","",
"Obesity, adults aged 18+","","2022","Seychelles","African Region","Females","","39.63998","31.814608","47.413251","",
"Obesity, adults aged 18+","","2022","Sierra Leone","African Region","Total","","7.1300082","5.7463229","8.7308854","",
"Obesity, adults aged 18+","","2022","Sierra Leone","African Region","Males","","2.6827548","1.7959591","3.811257","",
"Obesity, adults aged 18+","","2022","Sierra Leone","African Region","Females","","11.442445","8.904916","14.420278","",
"Obesity, adults aged 18+","","2022","Singapore","Western Pacific Region","Total","","13.876627","11.320163","16.876292","",
"Obesity, adults aged 18+","","2022","Singapore","Western Pacific Region","Males","","15.934229","12.005778","20.629683","",
"Obesity, adults aged 18+","","2022","Singapore","Western Pacific Region","Females","","11.480682","8.489874","15.079948","",
"Obesity, adults aged 18+","","2022","Slovakia","European Region","Total","","26.824254","22.25545","31.587055","",
"Obesity, adults aged 18+","","2022","Slovakia","European Region","Males","","30.376816","23.69449","37.850687","",
"Obesity, adults aged 18+","","2022","Slovakia","European Region","Females","","23.059085","17.547417","29.290926","",
"Obesity, adults aged 18+","","2022","Slovenia","European Region","Total","","19.44181","17.361443","21.59587","",
"Obesity, adults aged 18+","","2022","Slovenia","European Region","Males","","24.698323","21.270376","28.089038","",
"Obesity, adults aged 18+","","2022","Slovenia","European Region","Females","","13.685426","11.499057","15.98987","",
"Obesity, adults aged 18+","","2022","Solomon Islands","Western Pacific Region","Total","","22.602381","18.578692","26.859948","",
"Obesity, adults aged 18+","","2022","Solomon Islands","Western Pacific Region","Males","","17.459889","12.481702","23.232506","",
"Obesity, adults aged 18+","","2022","Solomon Islands","Western Pacific Region","Females","","27.772307","21.777271","33.881423","",
"Obesity, adults aged 18+","","2022","Somalia","Eastern Mediterranean Region","Total","","14.613833","10.272983","19.610575","",
"Obesity, adults aged 18+","","2022","Somalia","Eastern Mediterranean Region","Males","","5.8335241","2.5969775","10.62464","",
"Obesity, adults aged 18+","","2022","Somalia","Eastern Mediterranean Region","Females","","22.93369","15.417941","31.58364","",
"Obesity, adults aged 18+","","2022","South Africa","African Region","Total","","30.819711","28.165412","33.615297","",
"Obesity, adults aged 18+","","2022","South Africa","African Region","Males","","13.942549","11.073253","17.146775","",
"Obesity, adults aged 18+","","2022","South Africa","African Region","Females","","45.774037","41.476491","50.263411","",
"Obesity, adults aged 18+","","2022","South Sudan","African Region","Total","","8.6038262","5.533988","12.493547","",
"Obesity, adults aged 18+","","2022","South Sudan","African Region","Males","","5.1182222","2.3645923","9.2001505","",
"Obesity, adults aged 18+","","2022","South Sudan","African Region","Females","","11.757118","6.7903645","18.364593","",
"Obesity, adults aged 18+","","2022","Spain","European Region","Total","","15.66913","13.12034","18.313578","",
"Obesity, adults aged 18+","","2022","Spain","European Region","Males","","18.69095","14.628588","22.98274","",
"Obesity, adults aged 18+","","2022","Spain","European Region","Females","","12.586506","9.8859362","15.647668","",
"Obesity, adults aged 18+","","2022","Sri Lanka","South-East Asian Region","Total","","10.563637","8.9863859","12.276934","",
"Obesity, adults aged 18+","","2022","Sri Lanka","South-East Asian Region","Males","","6.5567739","4.8854105","8.4975526","",
"Obesity, adults aged 18+","","2022","Sri Lanka","South-East Asian Region","Females","","14.241531","11.739471","17.115498","",
"Obesity, adults aged 18+","","2022","Sudan","Eastern Mediterranean Region","Total","","17.005","14.125153","20.03796","",
"Obesity, adults aged 18+","","2022","Sudan","Eastern Mediterranean Region","Males","","11.357785","8.0410428","15.428126","",
"Obesity, adults aged 18+","","2022","Sudan","Eastern Mediterranean Region","Females","","22.278441","17.669539","27.053156","",
"Obesity, adults aged 18+","","2022","Suriname","Region of the Americas","Total","","29.015034","23.181802","35.461026","",
"Obesity, adults aged 18+","","2022","Suriname","Region of the Americas","Males","","19.09955","12.410995","27.088553","",
"Obesity, adults aged 18+","","2022","Suriname","Region of the Americas","Females","","38.540068","29.308638","48.518524","",
"Obesity, adults aged 18+","","2022","Sweden","European Region","Total","","15.267009","12.332508","18.621145","",
"Obesity, adults aged 18+","","2022","Sweden","European Region","Males","","16.743164","12.270812","21.873797","",
"Obesity, adults aged 18+","","2022","Sweden","European Region","Females","","13.705486","10.004555","18.06805","",
"Obesity, adults aged 18+","","2022","Switzerland","European Region","Total","","12.111413","10.21211","14.189111","",
"Obesity, adults aged 18+","","2022","Switzerland","European Region","Males","","14.641699","12.032024","17.437457","",
"Obesity, adults aged 18+","","2022","Switzerland","European Region","Females","","9.605898","6.9845766","12.744504","",
"Obesity, adults aged 18+","","2022","Syrian Arab Republic","Eastern Mediterranean Region","Total","","33.941719","27.321669","40.762231","",
"Obesity, adults aged 18+","","2022","Syrian Arab Republic","Eastern Mediterranean Region","Males","","25.966167","17.32226","35.726658","",
"Obesity, adults aged 18+","","2022","Syrian Arab Republic","Eastern Mediterranean Region","Females","","41.156512","31.761029","51.146942","",
"Obesity, adults aged 18+","","2022","Tajikistan","European Region","Total","","23.793146","20.533822","27.385616","",
"Obesity, adults aged 18+","","2022","Tajikistan","European Region","Males","","19.797003","14.780129","25.510907","",
"Obesity, adults aged 18+","","2022","Tajikistan","European Region","Females","","27.45246","23.355179","31.666321","",
"Obesity, adults aged 18+","","2022","Thailand","South-East Asian Region","Total","","15.384609","13.425173","17.506897","",
"Obesity, adults aged 18+","","2022","Thailand","South-East Asian Region","Males","","12.185579","9.6872866","15.088683","",
"Obesity, adults aged 18+","","2022","Thailand","South-East Asian Region","Females","","18.351348","15.343216","21.492533","",
"Obesity, adults aged 18+","","2022","Timor-Leste","South-East Asian Region","Total","","2.3503538","1.6585285","3.2436926","",
"Obesity, adults aged 18+","","2022","Timor-Leste","South-East Asian Region","Males","","1.5648082","0.8740521","2.5441557","",
"Obesity, adults aged 18+","","2022","Timor-Leste","South-East Asian Region","Females","","3.1543557","2.0374585","4.7323767","",
"Obesity, adults aged 18+","","2022","Togo","African Region","Total","","11.560986","9.959168","13.240907","",
